feature,dataset,target,stance,source,t_pvalue,u_pvalue,cohens_d,cliffs_delta,cohen_strength,cliff_strength,distributions_normal,preferred_effect,preferred_strength,significant
hedge_C_count,semeval,Feminist Movement,FAVOR,target,0.3877,0.3891,0.5665,0.3,medium,small,True,Cohen's d,medium,no
hedge_D_count,semeval,Feminist Movement,FAVOR,target,0.3434,0.5716,0.3801,0.1,medium,negligible,False,Cliff's delta,negligible,no
hedge_E_count,semeval,Feminist Movement,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_I_count,semeval,Feminist Movement,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_N_count,semeval,Feminist Movement,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
C_ratio,semeval,Feminist Movement,FAVOR,target,0.3434,0.5716,-0.3801,-0.1,medium,negligible,False,Cliff's delta,negligible,no
D_ratio,semeval,Feminist Movement,FAVOR,target,0.3434,0.5716,0.3801,0.1,medium,negligible,False,Cliff's delta,negligible,no
E_ratio,semeval,Feminist Movement,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
I_ratio,semeval,Feminist Movement,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
N_ratio,semeval,Feminist Movement,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
word_count,semeval,Feminist Movement,NONE,target,0.951,1.0,-0.0323,0.0,small,negligible,True,Cohen's d,small,no
sentence_count,semeval,Feminist Movement,NONE,target,0.5585,1.0,0.2763,-0.0159,small,negligible,False,Cliff's delta,negligible,no
avg_word_length,semeval,Feminist Movement,NONE,target,0.6005,0.4698,-0.2838,-0.2381,small,small,True,Cohen's d,small,no
std_word_length,semeval,Feminist Movement,NONE,target,0.2822,0.4079,0.5287,0.2698,medium,small,True,Cohen's d,medium,no
type_token_ratio,semeval,Feminist Movement,NONE,target,0.6321,1.0,0.27,0.0,small,negligible,False,Cliff's delta,negligible,no
hapax_legomena,semeval,Feminist Movement,NONE,target,0.5471,1.0,0.3453,0.0,medium,negligible,False,Cliff's delta,negligible,no
stopword_ratio,semeval,Feminist Movement,NONE,target,0.5697,0.6718,-0.3005,-0.1429,medium,negligible,True,Cohen's d,medium,no
punctuation_density,semeval,Feminist Movement,NONE,target,0.0477,0.0712,1.0295,0.5556,large,large,True,Cohen's d,large,yes
noun_ratio,semeval,Feminist Movement,NONE,target,0.6745,0.9156,0.2056,0.0476,small,negligible,False,Cliff's delta,negligible,no
verb_ratio,semeval,Feminist Movement,NONE,target,0.2572,0.536,-0.6277,-0.2063,medium,small,True,Cohen's d,medium,no
adj_ratio,semeval,Feminist Movement,NONE,target,0.6215,0.71,0.2523,0.127,small,negligible,True,Cohen's d,small,no
adv_ratio,semeval,Feminist Movement,NONE,target,0.5748,0.3752,-0.2778,-0.2698,small,small,False,Cliff's delta,small,no
pronoun_ratio,semeval,Feminist Movement,NONE,target,0.145,0.0802,0.7598,0.4921,large,large,False,Cliff's delta,large,no
avg_dependency_depth,semeval,Feminist Movement,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,semeval,Feminist Movement,NONE,target,0.7521,0.7577,0.1593,0.1111,small,negligible,True,Cohen's d,small,no
punctuation_usage,semeval,Feminist Movement,NONE,target,0.4161,0.7472,0.3919,0.1111,medium,negligible,True,Cohen's d,medium,no
readability_score,semeval,Feminist Movement,NONE,target,0.5248,0.5602,0.3477,0.1905,medium,small,True,Cohen's d,medium,no
sentence_length_variation,semeval,Feminist Movement,NONE,target,0.7754,0.5868,-0.1466,-0.1746,small,small,False,Cliff's delta,small,no
subordinate_clause_ratio,semeval,Feminist Movement,NONE,target,0.9123,1.0,0.058,0.0159,small,negligible,False,Cliff's delta,negligible,no
sentiment_polarity,semeval,Feminist Movement,NONE,target,0.6237,0.6248,0.26,0.1587,small,small,True,Cohen's d,small,no
sentiment_subjectivity,semeval,Feminist Movement,NONE,target,0.8909,1.0,-0.0708,-0.0159,small,negligible,True,Cohen's d,small,no
anger,semeval,Feminist Movement,NONE,target,0.1112,0.2105,-1.0631,-0.3968,large,medium,True,Cohen's d,large,no
joy,semeval,Feminist Movement,NONE,target,0.409,0.7577,0.3986,0.1111,medium,negligible,False,Cliff's delta,negligible,no
fear,semeval,Feminist Movement,NONE,target,0.478,0.536,0.3687,0.2063,medium,small,True,Cohen's d,medium,no
sadness,semeval,Feminist Movement,NONE,target,0.4145,0.4079,-0.4924,-0.2698,medium,small,False,Cliff's delta,small,no
disgust,semeval,Feminist Movement,NONE,target,0.4368,0.0418,0.3613,-0.619,medium,large,False,Cliff's delta,large,yes
surprise,semeval,Feminist Movement,NONE,target,0.1471,0.2105,0.7082,0.3968,large,medium,False,Cliff's delta,medium,no
certainty_adverbs_count,semeval,Feminist Movement,NONE,target,0.502,0.6974,0.3234,0.0952,medium,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,semeval,Feminist Movement,NONE,target,0.4558,0.5526,0.3727,0.1746,medium,small,False,Cliff's delta,small,no
certainty_adjectives_count,semeval,Feminist Movement,NONE,target,0.502,0.6974,0.3234,0.0952,medium,negligible,False,Cliff's delta,negligible,no
doubt_adverbs_count,semeval,Feminist Movement,NONE,target,0.8637,0.9265,-0.0899,-0.0317,small,negligible,False,Cliff's delta,negligible,no
doubt_verbs_count,semeval,Feminist Movement,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
doubt_adjectives_count,semeval,Feminist Movement,NONE,target,0.1723,0.117,-0.8944,-0.2857,large,small,False,Cliff's delta,small,no
hedges_score,semeval,Feminist Movement,NONE,target,0.8588,0.854,-0.0933,-0.0476,small,negligible,False,Cliff's delta,negligible,no
hedge_C_count,semeval,Feminist Movement,NONE,target,0.6948,0.8315,-0.2071,-0.0794,small,negligible,True,Cohen's d,small,no
hedge_D_count,semeval,Feminist Movement,NONE,target,0.3466,0.4497,0.441,0.1111,medium,negligible,False,Cliff's delta,negligible,no
hedge_E_count,semeval,Feminist Movement,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_I_count,semeval,Feminist Movement,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_N_count,semeval,Feminist Movement,NONE,target,0.585,0.854,-0.3144,-0.0476,medium,negligible,False,Cliff's delta,negligible,no
C_ratio,semeval,Feminist Movement,NONE,target,0.8809,0.8766,0.0821,-0.0476,small,negligible,False,Cliff's delta,negligible,no
D_ratio,semeval,Feminist Movement,NONE,target,0.3466,0.4497,0.441,0.1111,medium,negligible,False,Cliff's delta,negligible,no
E_ratio,semeval,Feminist Movement,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
I_ratio,semeval,Feminist Movement,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
N_ratio,semeval,Feminist Movement,NONE,target,0.6716,0.854,-0.2362,-0.0476,small,negligible,False,Cliff's delta,negligible,no
word_count,semeval,Legalization of Abortion,AGAINST,target,0.2308,0.2098,0.2513,0.156,small,small,False,Cliff's delta,small,no
sentence_count,semeval,Legalization of Abortion,AGAINST,target,0.0056,0.0161,0.5471,0.2824,medium,small,False,Cliff's delta,small,yes
avg_word_length,semeval,Legalization of Abortion,AGAINST,target,0.8521,0.5916,-0.0394,-0.0672,small,negligible,True,Cohen's d,small,no
std_word_length,semeval,Legalization of Abortion,AGAINST,target,0.7415,0.5891,-0.074,-0.0676,small,negligible,False,Cliff's delta,negligible,no
type_token_ratio,semeval,Legalization of Abortion,AGAINST,target,0.8095,0.966,0.0555,-0.0057,small,negligible,True,Cohen's d,small,no
hapax_legomena,semeval,Legalization of Abortion,AGAINST,target,0.8634,0.9887,-0.0364,-0.0022,small,negligible,True,Cohen's d,small,no
stopword_ratio,semeval,Legalization of Abortion,AGAINST,target,0.9232,0.6238,0.0238,0.0614,small,negligible,False,Cliff's delta,negligible,no
punctuation_density,semeval,Legalization of Abortion,AGAINST,target,0.3519,0.3128,-0.2067,-0.1259,small,negligible,False,Cliff's delta,negligible,no
noun_ratio,semeval,Legalization of Abortion,AGAINST,target,0.271,0.348,0.2201,0.1171,small,negligible,True,Cohen's d,small,no
verb_ratio,semeval,Legalization of Abortion,AGAINST,target,0.0759,0.0809,-0.4019,-0.2174,medium,small,True,Cohen's d,medium,no
adj_ratio,semeval,Legalization of Abortion,AGAINST,target,0.4825,0.4687,0.1488,0.0901,small,negligible,False,Cliff's delta,negligible,no
adv_ratio,semeval,Legalization of Abortion,AGAINST,target,0.1584,0.2074,-0.3462,-0.1498,medium,small,False,Cliff's delta,small,no
pronoun_ratio,semeval,Legalization of Abortion,AGAINST,target,0.8224,0.9542,0.0471,-0.0075,small,negligible,False,Cliff's delta,negligible,no
avg_dependency_depth,semeval,Legalization of Abortion,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,semeval,Legalization of Abortion,AGAINST,target,0.6118,0.7871,-0.122,-0.034,small,negligible,False,Cliff's delta,negligible,no
punctuation_usage,semeval,Legalization of Abortion,AGAINST,target,0.0253,0.0318,0.4655,0.266,medium,small,False,Cliff's delta,small,yes
readability_score,semeval,Legalization of Abortion,AGAINST,target,0.8943,0.7195,-0.0282,-0.0451,small,negligible,True,Cohen's d,small,no
sentence_length_variation,semeval,Legalization of Abortion,AGAINST,target,0.4617,0.3871,0.168,0.1074,small,negligible,False,Cliff's delta,negligible,no
subordinate_clause_ratio,semeval,Legalization of Abortion,AGAINST,target,0.7981,0.3546,0.0462,-0.1105,small,negligible,False,Cliff's delta,negligible,no
sentiment_polarity,semeval,Legalization of Abortion,AGAINST,target,0.767,0.7743,0.0717,-0.0349,small,negligible,False,Cliff's delta,negligible,no
sentiment_subjectivity,semeval,Legalization of Abortion,AGAINST,target,0.1833,0.2373,-0.3149,-0.1445,medium,negligible,False,Cliff's delta,negligible,no
anger,semeval,Legalization of Abortion,AGAINST,target,0.9679,0.8036,-0.0089,-0.0314,small,negligible,False,Cliff's delta,negligible,no
joy,semeval,Legalization of Abortion,AGAINST,target,0.6375,0.7545,0.0995,0.0393,small,negligible,False,Cliff's delta,negligible,no
fear,semeval,Legalization of Abortion,AGAINST,target,0.7566,0.7708,-0.0673,-0.0367,small,negligible,False,Cliff's delta,negligible,no
sadness,semeval,Legalization of Abortion,AGAINST,target,0.9448,0.1114,0.0162,0.1984,small,small,False,Cliff's delta,small,no
disgust,semeval,Legalization of Abortion,AGAINST,target,0.6209,0.3519,-0.126,0.1162,small,negligible,False,Cliff's delta,negligible,no
surprise,semeval,Legalization of Abortion,AGAINST,target,0.7142,0.2438,-0.0876,-0.1454,small,negligible,False,Cliff's delta,negligible,no
certainty_adverbs_count,semeval,Legalization of Abortion,AGAINST,target,0.4594,0.5724,-0.1849,-0.042,small,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,semeval,Legalization of Abortion,AGAINST,target,0.9223,0.9036,0.0211,0.0133,small,negligible,False,Cliff's delta,negligible,no
certainty_adjectives_count,semeval,Legalization of Abortion,AGAINST,target,0.1915,0.1959,0.2654,0.1321,small,negligible,False,Cliff's delta,negligible,no
doubt_adverbs_count,semeval,Legalization of Abortion,AGAINST,target,0.7643,0.6788,-0.0647,-0.0398,small,negligible,False,Cliff's delta,negligible,no
doubt_verbs_count,semeval,Legalization of Abortion,AGAINST,target,0.0447,0.1895,0.2846,0.0548,small,negligible,False,Cliff's delta,negligible,yes
doubt_adjectives_count,semeval,Legalization of Abortion,AGAINST,target,0.0243,0.1398,0.3205,0.0685,medium,negligible,False,Cliff's delta,negligible,yes
hedges_score,semeval,Legalization of Abortion,AGAINST,target,0.1874,0.25,0.2503,0.0826,small,negligible,False,Cliff's delta,negligible,no
hedge_C_count,semeval,Legalization of Abortion,AGAINST,target,0.1798,0.156,0.2893,0.1763,small,small,False,Cliff's delta,small,no
hedge_D_count,semeval,Legalization of Abortion,AGAINST,target,0.4621,0.598,-0.2042,-0.0247,small,negligible,False,Cliff's delta,negligible,no
hedge_E_count,semeval,Legalization of Abortion,AGAINST,target,0.0447,0.1895,0.2846,0.0548,small,negligible,False,Cliff's delta,negligible,yes
hedge_I_count,semeval,Legalization of Abortion,AGAINST,target,0.3207,0.5283,0.1393,0.0137,small,negligible,False,Cliff's delta,negligible,no
hedge_N_count,semeval,Legalization of Abortion,AGAINST,target,0.5819,0.6095,0.1107,0.0314,small,negligible,False,Cliff's delta,negligible,no
C_ratio,semeval,Legalization of Abortion,AGAINST,target,0.6577,0.6466,-0.0912,-0.0362,small,negligible,False,Cliff's delta,negligible,no
D_ratio,semeval,Legalization of Abortion,AGAINST,target,0.5384,0.6114,-0.1615,-0.0239,small,negligible,False,Cliff's delta,negligible,no
E_ratio,semeval,Legalization of Abortion,AGAINST,target,0.0453,0.1896,0.2838,0.0548,small,negligible,False,Cliff's delta,negligible,yes
I_ratio,semeval,Legalization of Abortion,AGAINST,target,0.3207,0.5283,0.1393,0.0137,small,negligible,False,Cliff's delta,negligible,no
N_ratio,semeval,Legalization of Abortion,AGAINST,target,0.7278,0.6514,0.0739,0.0278,small,negligible,False,Cliff's delta,negligible,no
word_count,semeval,Legalization of Abortion,FAVOR,target,0.0948,0.1673,-0.657,-0.375,medium,medium,True,Cohen's d,medium,no
sentence_count,semeval,Legalization of Abortion,FAVOR,target,0.4424,0.564,0.3185,0.1538,medium,small,False,Cliff's delta,small,no
avg_word_length,semeval,Legalization of Abortion,FAVOR,target,0.2584,0.2772,0.4298,0.2981,medium,small,True,Cohen's d,medium,no
std_word_length,semeval,Legalization of Abortion,FAVOR,target,0.0481,0.0756,-0.9155,-0.4808,large,large,True,Cohen's d,large,yes
type_token_ratio,semeval,Legalization of Abortion,FAVOR,target,0.2978,0.1752,0.4505,0.3654,medium,medium,False,Cliff's delta,medium,no
hapax_legomena,semeval,Legalization of Abortion,FAVOR,target,0.4159,0.1997,0.3413,0.3462,medium,medium,False,Cliff's delta,medium,no
stopword_ratio,semeval,Legalization of Abortion,FAVOR,target,0.3962,0.3652,0.4147,0.25,medium,small,True,Cohen's d,medium,no
punctuation_density,semeval,Legalization of Abortion,FAVOR,target,0.1097,0.1104,-0.6929,-0.4327,medium,medium,True,Cohen's d,medium,no
noun_ratio,semeval,Legalization of Abortion,FAVOR,target,0.057,0.231,0.8021,0.3269,large,small,True,Cohen's d,large,no
verb_ratio,semeval,Legalization of Abortion,FAVOR,target,0.3416,0.3458,0.4673,0.2596,medium,small,True,Cohen's d,medium,no
adj_ratio,semeval,Legalization of Abortion,FAVOR,target,0.3088,0.2455,0.4222,0.3173,medium,small,False,Cliff's delta,small,no
adv_ratio,semeval,Legalization of Abortion,FAVOR,target,0.9187,0.7992,-0.0428,-0.0769,small,negligible,True,Cohen's d,small,no
pronoun_ratio,semeval,Legalization of Abortion,FAVOR,target,0.2556,0.2739,-0.5526,-0.2981,medium,small,False,Cliff's delta,small,no
avg_dependency_depth,semeval,Legalization of Abortion,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,semeval,Legalization of Abortion,FAVOR,target,0.5999,0.7718,0.2441,0.0865,small,negligible,False,Cliff's delta,negligible,no
punctuation_usage,semeval,Legalization of Abortion,FAVOR,target,0.2991,0.2268,0.4345,0.3269,medium,small,True,Cohen's d,medium,no
readability_score,semeval,Legalization of Abortion,FAVOR,target,0.1222,0.0951,-0.721,-0.4519,large,medium,False,Cliff's delta,medium,no
sentence_length_variation,semeval,Legalization of Abortion,FAVOR,target,0.2144,0.2713,-0.6231,-0.2981,medium,small,False,Cliff's delta,small,no
subordinate_clause_ratio,semeval,Legalization of Abortion,FAVOR,target,0.304,0.2738,-0.5239,-0.2885,medium,small,False,Cliff's delta,small,no
sentiment_polarity,semeval,Legalization of Abortion,FAVOR,target,0.7183,0.6364,-0.1795,-0.1346,small,negligible,True,Cohen's d,small,no
sentiment_subjectivity,semeval,Legalization of Abortion,FAVOR,target,0.0929,0.1679,0.7687,0.375,large,medium,True,Cohen's d,large,no
anger,semeval,Legalization of Abortion,FAVOR,target,0.7318,0.9718,0.1469,-0.0192,small,negligible,False,Cliff's delta,negligible,no
joy,semeval,Legalization of Abortion,FAVOR,target,0.4214,0.9718,-0.4915,0.0192,medium,negligible,False,Cliff's delta,negligible,no
fear,semeval,Legalization of Abortion,FAVOR,target,0.7498,0.9155,-0.1488,-0.0385,small,negligible,True,Cohen's d,small,no
sadness,semeval,Legalization of Abortion,FAVOR,target,0.1238,0.1213,0.5797,0.4231,medium,medium,False,Cliff's delta,medium,no
disgust,semeval,Legalization of Abortion,FAVOR,target,0.0096,0.0077,1.0742,0.6923,large,large,False,Cliff's delta,large,yes
surprise,semeval,Legalization of Abortion,FAVOR,target,0.4229,0.1042,0.3427,0.4423,medium,medium,False,Cliff's delta,medium,no
certainty_adverbs_count,semeval,Legalization of Abortion,FAVOR,target,0.9262,0.9609,-0.043,-0.0192,small,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,semeval,Legalization of Abortion,FAVOR,target,0.3304,0.3775,0.4172,0.1827,medium,small,False,Cliff's delta,small,no
certainty_adjectives_count,semeval,Legalization of Abortion,FAVOR,target,0.1705,0.0753,-0.8898,-0.25,large,small,False,Cliff's delta,small,no
doubt_adverbs_count,semeval,Legalization of Abortion,FAVOR,target,0.9122,0.9666,0.05,0.0192,small,negligible,False,Cliff's delta,negligible,no
doubt_verbs_count,semeval,Legalization of Abortion,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
doubt_adjectives_count,semeval,Legalization of Abortion,FAVOR,target,0.3506,0.2393,-0.5825,-0.125,medium,negligible,False,Cliff's delta,negligible,no
hedges_score,semeval,Legalization of Abortion,FAVOR,target,0.6555,0.4403,-0.2088,-0.1731,small,small,False,Cliff's delta,small,no
hedge_C_count,semeval,Legalization of Abortion,FAVOR,target,0.5639,0.942,-0.2174,-0.0288,small,negligible,True,Cohen's d,small,no
hedge_D_count,semeval,Legalization of Abortion,FAVOR,target,0.8615,0.905,0.0785,0.0288,small,negligible,False,Cliff's delta,negligible,no
hedge_E_count,semeval,Legalization of Abortion,FAVOR,target,0.3506,0.2393,-0.5825,-0.125,medium,negligible,False,Cliff's delta,negligible,no
hedge_I_count,semeval,Legalization of Abortion,FAVOR,target,0.3506,0.2393,-0.5825,-0.125,medium,negligible,False,Cliff's delta,negligible,no
hedge_N_count,semeval,Legalization of Abortion,FAVOR,target,0.7326,1.0,-0.1801,0.0096,small,negligible,False,Cliff's delta,negligible,no
C_ratio,semeval,Legalization of Abortion,FAVOR,target,0.4051,0.5747,0.4485,0.1346,medium,negligible,False,Cliff's delta,negligible,no
D_ratio,semeval,Legalization of Abortion,FAVOR,target,0.842,0.8583,0.089,0.0385,small,negligible,False,Cliff's delta,negligible,no
E_ratio,semeval,Legalization of Abortion,FAVOR,target,0.3506,0.2393,-0.5825,-0.125,medium,negligible,False,Cliff's delta,negligible,no
I_ratio,semeval,Legalization of Abortion,FAVOR,target,0.3506,0.2393,-0.5825,-0.125,medium,negligible,False,Cliff's delta,negligible,no
N_ratio,semeval,Legalization of Abortion,FAVOR,target,0.7413,1.0,-0.1728,0.0096,small,negligible,False,Cliff's delta,negligible,no
word_count,semeval,Legalization of Abortion,NONE,target,0.9558,1.0,-0.0282,-0.0154,small,negligible,True,Cohen's d,small,no
sentence_count,semeval,Legalization of Abortion,NONE,target,0.0418,0.0834,0.979,0.5231,large,large,False,Cliff's delta,large,yes
avg_word_length,semeval,Legalization of Abortion,NONE,target,0.8921,0.9241,-0.0537,-0.0462,small,negligible,True,Cohen's d,small,no
std_word_length,semeval,Legalization of Abortion,NONE,target,0.7145,0.849,0.1668,0.0769,small,negligible,True,Cohen's d,small,no
type_token_ratio,semeval,Legalization of Abortion,NONE,target,0.0616,0.1734,-0.8148,-0.4462,large,medium,True,Cohen's d,large,no
hapax_legomena,semeval,Legalization of Abortion,NONE,target,0.0924,0.1674,-0.7267,-0.4462,large,medium,True,Cohen's d,large,no
stopword_ratio,semeval,Legalization of Abortion,NONE,target,0.0494,0.2359,-0.7673,-0.3846,large,medium,True,Cohen's d,large,yes
punctuation_density,semeval,Legalization of Abortion,NONE,target,0.0905,0.061,1.0195,0.6,large,large,True,Cohen's d,large,no
noun_ratio,semeval,Legalization of Abortion,NONE,target,0.6218,0.9213,-0.1648,-0.0462,small,negligible,True,Cohen's d,small,no
verb_ratio,semeval,Legalization of Abortion,NONE,target,0.7125,0.8052,-0.1512,-0.0923,small,negligible,True,Cohen's d,small,no
adj_ratio,semeval,Legalization of Abortion,NONE,target,0.8427,0.6844,0.1298,0.1385,small,negligible,False,Cliff's delta,negligible,no
adv_ratio,semeval,Legalization of Abortion,NONE,target,0.821,0.9605,0.0801,-0.0308,small,negligible,True,Cohen's d,small,no
pronoun_ratio,semeval,Legalization of Abortion,NONE,target,0.3028,0.3932,0.5399,0.2769,medium,small,False,Cliff's delta,small,no
avg_dependency_depth,semeval,Legalization of Abortion,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,semeval,Legalization of Abortion,NONE,target,0.3266,0.443,-0.3723,-0.2615,medium,small,True,Cohen's d,medium,no
punctuation_usage,semeval,Legalization of Abortion,NONE,target,0.0313,0.114,0.8618,0.5077,large,large,True,Cohen's d,large,yes
readability_score,semeval,Legalization of Abortion,NONE,target,0.1894,0.3233,-0.4824,-0.3231,medium,small,True,Cohen's d,medium,no
sentence_length_variation,semeval,Legalization of Abortion,NONE,target,0.1726,0.4277,-1.3644,-0.2615,large,small,True,Cohen's d,large,no
subordinate_clause_ratio,semeval,Legalization of Abortion,NONE,target,0.2387,0.1299,-1.1163,-0.4308,large,medium,False,Cliff's delta,medium,no
sentiment_polarity,semeval,Legalization of Abortion,NONE,target,0.5621,0.5983,0.2323,0.1692,small,small,False,Cliff's delta,small,no
sentiment_subjectivity,semeval,Legalization of Abortion,NONE,target,0.9138,0.8802,-0.0701,0.0615,small,negligible,False,Cliff's delta,negligible,no
anger,semeval,Legalization of Abortion,NONE,target,0.2179,0.775,0.4277,0.1077,medium,negligible,False,Cliff's delta,negligible,no
joy,semeval,Legalization of Abortion,NONE,target,0.7285,0.9241,0.1612,-0.0462,small,negligible,False,Cliff's delta,negligible,no
fear,semeval,Legalization of Abortion,NONE,target,0.8336,1.0,0.124,0.0154,small,negligible,False,Cliff's delta,negligible,no
sadness,semeval,Legalization of Abortion,NONE,target,0.1928,0.0945,-1.3254,-0.5385,large,large,False,Cliff's delta,large,no
disgust,semeval,Legalization of Abortion,NONE,target,0.1788,0.1734,0.4934,0.4462,medium,medium,False,Cliff's delta,medium,no
surprise,semeval,Legalization of Abortion,NONE,target,0.3347,0.0754,-0.8869,-0.5692,large,large,False,Cliff's delta,large,no
certainty_adverbs_count,semeval,Legalization of Abortion,NONE,target,0.0821,0.2858,0.6076,0.2308,medium,small,False,Cliff's delta,small,no
certainty_verbs_count,semeval,Legalization of Abortion,NONE,target,0.899,0.9455,0.0698,0.0308,small,negligible,False,Cliff's delta,negligible,no
certainty_adjectives_count,semeval,Legalization of Abortion,NONE,target,0.8443,0.8788,-0.1169,-0.0462,small,negligible,False,Cliff's delta,negligible,no
doubt_adverbs_count,semeval,Legalization of Abortion,NONE,target,0.2659,0.1273,-0.8869,-0.3231,large,small,False,Cliff's delta,small,no
doubt_verbs_count,semeval,Legalization of Abortion,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
doubt_adjectives_count,semeval,Legalization of Abortion,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedges_score,semeval,Legalization of Abortion,NONE,target,0.3739,0.1366,-0.8944,-0.2,large,small,False,Cliff's delta,small,no
hedge_C_count,semeval,Legalization of Abortion,NONE,target,0.5117,0.5864,-0.3217,-0.1846,medium,small,True,Cohen's d,medium,no
hedge_D_count,semeval,Legalization of Abortion,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_E_count,semeval,Legalization of Abortion,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_I_count,semeval,Legalization of Abortion,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_N_count,semeval,Legalization of Abortion,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
C_ratio,semeval,Legalization of Abortion,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
D_ratio,semeval,Legalization of Abortion,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
E_ratio,semeval,Legalization of Abortion,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
I_ratio,semeval,Legalization of Abortion,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
N_ratio,semeval,Legalization of Abortion,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
word_count,semeval,Donald Trump,AGAINST,target,0.042,0.0939,0.7981,0.3802,large,medium,True,Cohen's d,large,yes
sentence_count,semeval,Donald Trump,AGAINST,target,0.4432,0.3021,0.2883,0.2292,small,small,False,Cliff's delta,small,no
avg_word_length,semeval,Donald Trump,AGAINST,target,0.0279,0.0046,-0.8046,-0.6406,large,large,False,Cliff's delta,large,yes
std_word_length,semeval,Donald Trump,AGAINST,target,0.1084,0.0013,-0.5627,-0.7292,medium,large,False,Cliff's delta,large,yes
type_token_ratio,semeval,Donald Trump,AGAINST,target,0.9446,0.5459,-0.0285,0.1406,small,negligible,False,Cliff's delta,negligible,no
hapax_legomena,semeval,Donald Trump,AGAINST,target,0.8525,0.5614,0.0744,0.1354,small,negligible,True,Cohen's d,small,no
stopword_ratio,semeval,Donald Trump,AGAINST,target,0.6073,0.3528,0.1922,0.2135,small,small,True,Cohen's d,small,no
punctuation_density,semeval,Donald Trump,AGAINST,target,0.2196,0.3902,-0.4404,-0.1979,medium,small,False,Cliff's delta,small,no
noun_ratio,semeval,Donald Trump,AGAINST,target,0.101,0.1704,-0.6064,-0.3125,medium,small,True,Cohen's d,medium,no
verb_ratio,semeval,Donald Trump,AGAINST,target,0.5468,0.5154,0.2364,0.151,small,small,True,Cohen's d,small,no
adj_ratio,semeval,Donald Trump,AGAINST,target,0.475,0.4156,-0.2629,-0.1875,small,small,True,Cohen's d,small,no
adv_ratio,semeval,Donald Trump,AGAINST,target,0.1867,0.0652,-0.5122,-0.3698,medium,medium,False,Cliff's delta,medium,no
pronoun_ratio,semeval,Donald Trump,AGAINST,target,0.081,0.1034,0.7412,0.3646,large,medium,False,Cliff's delta,medium,no
avg_dependency_depth,semeval,Donald Trump,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,semeval,Donald Trump,AGAINST,target,0.6013,0.4435,0.1885,0.1771,small,small,False,Cliff's delta,small,no
punctuation_usage,semeval,Donald Trump,AGAINST,target,0.2262,0.515,-0.4359,-0.151,medium,small,True,Cohen's d,medium,no
readability_score,semeval,Donald Trump,AGAINST,target,0.4174,0.4575,-0.3211,-0.1719,medium,small,True,Cohen's d,medium,no
sentence_length_variation,semeval,Donald Trump,AGAINST,target,0.9917,0.9441,-0.0039,-0.0208,small,negligible,True,Cohen's d,small,no
subordinate_clause_ratio,semeval,Donald Trump,AGAINST,target,0.1962,0.1753,0.54,0.3021,medium,small,False,Cliff's delta,small,no
sentiment_polarity,semeval,Donald Trump,AGAINST,target,0.5549,0.2356,-0.2253,-0.25,small,small,False,Cliff's delta,small,no
sentiment_subjectivity,semeval,Donald Trump,AGAINST,target,0.2838,0.292,0.4284,0.2344,medium,small,False,Cliff's delta,small,no
