dataset,subdataset,sentence,flag,Bert,Distilbert,Roberta,Status,word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,I waited for 10-15 minutes for service ordered a beer & was never served again.,explicit,True,True,True,Correct,16.0,1.0,4.0625,2.1928505991061042,0.9375,0.875,0.375,0.1875,0.1875,0.25,0.0625,0.125,0.0625,1.0,0.3888888888888889,0.0625,6.727142857142859,0.0,0.0625,0.0,0.0,0.02938736602663994,0.003128825919702649,0.003321227617561817,0.7759250998497009,0.02321581542491913,0.042062293738126755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,I went there with some friends one night to play bingo and watch the sox game and it was a blast!,implicit,True,True,True,Correct,22.0,1.0,3.5,1.5,0.9545454545454546,0.9090909090909091,0.5,0.045454545454545456,0.22727272727272727,0.18181818181818182,0.045454545454545456,0.0,0.09090909090909091,1.0,0.5454545454545454,0.045454545454545456,4.961904761904762,0.0,0.045454545454545456,-0.5,0.4,0.0012216906761750579,0.9832162261009216,0.00043245049891993403,0.0015367800369858742,0.0006626248941756785,0.007299527991563082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,I will never return again.,implicit,True,True,True,Correct,6.0,1.0,3.6666666666666665,1.9720265943665387,1.0,1.0,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,1.0,0.6666666666666666,0.16666666666666666,5.240000000000002,0.0,0.0,0.0,0.0,0.007431586738675833,0.0034553827717900276,0.013928632251918316,0.9254185557365417,0.008680557832121849,0.0012680632062256336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,I will not go back.,implicit,True,True,True,Correct,6.0,1.0,2.5,1.2583057392117916,1.0,1.0,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,1.0,0.8333333333333334,0.16666666666666666,-1.8399999999999999,0.0,0.0,0.0,0.0,0.5334374308586121,0.003924758639186621,0.05713357403874397,0.29403093457221985,0.03190278634428978,0.0014574294909834862,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,I would go back for the wine experience alone.,explicit,True,True,True,Correct,10.0,1.0,3.8,2.4819347291981715,1.0,1.0,0.3,0.1,0.1,0.1,0.1,0.2,0.1,1.0,0.7,0.1,4.964444444444446,0.0,0.0,0.0,0.0,0.00805137399584055,0.5837552547454834,0.023921681568026543,0.23076914250850677,0.026633605360984802,0.0039182803593575954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,I'd go back there in a heartbeat.,implicit,True,True,True,Correct,9.0,1.0,3.0,2.494438257849294,1.0,1.0,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,1.0,0.7777777777777778,0.1111111111111111,0.6257142857142846,0.0,0.0,0.0,0.0,0.052490781992673874,0.006555675528943539,0.12952537834644318,0.012312856502830982,0.02707204781472683,0.03700990229845047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,I'm astonished that this restaurant is categorized as $$$ rather than $$$$.,explicit,True,True,True,Correct,19.0,1.0,3.3684210526315788,3.3278810441131026,0.6842105263157895,0.631578947368421,0.3157894736842105,0.47368421052631576,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.05263157894736842,1.0,0.42105263157894735,0.05263157894736842,9.55,0.0,0.10526315789473684,0.0,0.0,0.005084900185465813,0.0011745020747184753,0.0015598386526107788,0.0012547785881906748,0.0027100800070911646,0.9794320464134216,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,"I've always found the wait staff and, if you sit at the bar, the cooks very friendly.",explicit,True,True,True,Correct,21.0,1.0,3.2857142857142856,1.749635530559413,0.8571428571428571,0.7619047619047619,0.42857142857142855,0.19047619047619047,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.09523809523809523,1.0,0.5238095238095238,0.047619047619047616,4.92235294117647,0.0,0.09523809523809523,0.48750000000000004,0.65,0.006475083529949188,0.5319259166717529,0.002517535351216793,0.006117444485425949,0.07724440097808838,0.009761703200638294,0.0,0.0,1.0,1.0,0.0,0.0,0.9389167428016663,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,"I've had the Jellyfish, Horse Mackerel, Blue Fin Tuna and the Sake Ikura roll among others, and they were all good.",explicit,True,True,True,Correct,26.0,1.0,3.6538461538461537,1.9403074239429907,0.8461538461538461,0.7307692307692307,0.34615384615384615,0.19230769230769232,0.38461538461538464,0.11538461538461539,0.038461538461538464,0.0,0.07692307692307693,1.0,0.46153846153846156,0.038461538461538464,8.895238095238096,0.0,0.0,0.35,0.35000000000000003,0.0035509320441633463,0.13603565096855164,0.001250585075467825,0.004614885430783033,0.0067587425000965595,0.017513327300548553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,If I needed to name some they would include the location to the beach or Golden Gate park.,explicit,True,True,True,Correct,19.0,1.0,3.8421052631578947,1.926632128181382,0.8947368421052632,0.7894736842105263,0.47368421052631576,0.05263157894736842,0.2631578947368421,0.15789473684210525,0.0,0.0,0.10526315789473684,1.0,0.5789473684210527,0.05263157894736842,6.507777777777779,0.0,0.15789473684210525,0.3,0.5,0.0035847113467752934,0.005480316001921892,0.0014028737787157297,0.00379820610396564,0.004114959388971329,0.012994046323001385,0.0,0.0,0.0,1.0,0.0,0.0,0.969607949256897,16.0,0.0,0.0,0.0,2.0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,"If you can, come to this place by boat and make it a whole evening.",explicit,True,True,True,Correct,17.0,1.0,3.1176470588235294,1.6044919643512772,1.0,1.0,0.5294117647058824,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.0,0.11764705882352941,1.0,0.6470588235294118,0.058823529411764705,2.8466666666666676,0.0,0.17647058823529413,0.2,0.4,0.009863699786365032,0.05187360197305679,0.010454564355313778,0.007834828458726406,0.017368176952004433,0.0059741404838860035,0.0,0.0,0.0,0.0,0.0,0.0,0.9248188138008118,14.0,0.0,0.0,0.0,1.0,0.9333333333333333,0.0,0.0,0.0,0.06666666666666667
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,"If you're going to see Danny Gans or just staying at the Mirage, don't miss this one.",implicit,True,True,True,Correct,21.0,1.0,3.2857142857142856,1.5163507931514912,1.0,1.0,0.42857142857142855,0.19047619047619047,0.09523809523809523,0.2857142857142857,0.0,0.09523809523809523,0.047619047619047616,1.0,0.6190476190476191,0.047619047619047616,5.616470588235295,0.0,0.14285714285714285,0.0,0.0,0.004383836407214403,0.006200769916176796,0.006744195707142353,0.06825907528400421,0.005949982907623053,0.01802823692560196,0.0,0.0,1.0,0.0,0.0,0.0,0.9646821618080139,16.0,0.0,0.0,0.0,1.0,0.9411764705882353,0.0,0.0,0.0,0.058823529411764705
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,"If you're interested in good tasting (without the fish taste or smell), large portions and creative sushi dishes this is your place...",implicit,True,True,True,Correct,27.0,1.0,4.185185185185185,2.2939055655114107,1.0,1.0,0.3333333333333333,0.25925925925925924,0.25925925925925924,0.07407407407407407,0.18518518518518517,0.0,0.07407407407407407,1.0,0.4074074074074074,0.1111111111111111,9.61727272727273,0.0,0.07407407407407407,0.41607142857142854,0.6321428571428571,0.00540224090218544,0.0777871385216713,0.0023346205707639456,0.0022002896293997765,0.007005107589066029,0.018772777169942856,0.0,0.0,1.0,0.0,1.0,1.0,0.9495763778686523,21.0,0.0,0.0,0.0,1.0,0.9545454545454546,0.0,0.0,0.0,0.045454545454545456
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,Imagine my happy surprise upon finding that the views are only the third-best thing about Ray's!,explicit,True,True,True,Correct,18.0,1.0,4.5,2.242270674512285,0.9444444444444444,0.8888888888888888,0.3888888888888889,0.16666666666666666,0.2777777777777778,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,1.0,0.5,0.05555555555555555,8.350000000000005,0.0,0.1111111111111111,0.4,1.0,0.007045840844511986,0.1455065757036209,0.0017499320674687624,0.005642712116241455,0.0009286009590141475,0.8254046440124512,0.0,2.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,In Grammercy/Union Square/East Village this is my neighbors and my favorite spot.,explicit,True,True,True,Correct,13.0,1.0,5.384615384615385,4.123823124209295,0.9230769230769231,0.8461538461538461,0.46153846153846156,0.23076923076923078,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.15384615384615385,1.0,0.35294117647058826,0.07692307692307693,8.756666666666668,0.0,0.0,0.5,1.0,0.004235488828271627,0.6376530528068542,0.0055796015076339245,0.006778469774872065,0.00956940371543169,0.056574638932943344,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,"In other words, if they aren't making $$ off of you then you don't rate high on their 'service scale'.",explicit,True,True,True,Correct,26.0,1.0,3.1923076923076925,1.7324777891623395,0.8846153846153846,0.7692307692307693,0.5,0.3076923076923077,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.15384615384615385,1.0,0.5555555555555556,0.038461538461538464,6.104210526315793,0.0,0.07692307692307693,0.0175,0.45749999999999996,0.02057592011988163,0.0016824270132929087,0.0016016142908483744,0.0027563972398638725,0.017905617132782936,0.007663113530725241,0.0,0.0,0.0,0.0,0.0,1.0,0.9685995578765869,19.0,0.0,0.0,0.0,1.0,0.95,0.0,0.0,0.0,0.05
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,"In the end our check came to $27 for 4 small pancakes, a breakfast burrito, an orange juice and an iced tea (I had water).",explicit,True,True,True,Correct,31.0,1.0,3.161290322580645,2.1567115677995843,0.9354838709677419,0.8709677419354839,0.3548387096774194,0.1935483870967742,0.2903225806451613,0.06451612903225806,0.06451612903225806,0.0,0.06451612903225806,1.0,0.3548387096774194,0.03225806451612903,9.264,0.0,0.0,-0.25,0.4,0.010260755196213722,0.10798219591379166,0.0016089985147118568,0.006988871842622757,0.015425733290612698,0.10191859304904938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,Indoor ambience was modern.,explicit,True,True,True,Correct,5.0,1.0,4.8,2.4819347291981715,1.0,1.0,0.2,0.2,0.4,0.2,0.2,0.0,0.0,1.0,0.2,0.2,9.57,0.0,0.0,0.2,0.3,0.002977571217343211,0.026461604982614517,0.01555838156491518,0.010203138925135136,0.09615126252174377,0.03247949853539467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,Insultingly Overpriced,implicit,True,True,True,Correct,2.0,1.0,10.5,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,26.490000000000006,0.0,0.0,-1.0,1.0,0.9797715544700623,0.0003317472874186933,0.001961401430889964,0.0015545058995485306,0.011041793040931225,0.0018073240062221885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,It is not worth going at all and spend your money there!!!,implicit,True,True,True,Correct,15.0,2.0,3.1333333333333333,1.5434449203720302,0.8666666666666667,0.8,0.5333333333333333,0.2,0.06666666666666667,0.2,0.06666666666666667,0.13333333333333333,0.13333333333333333,1.0,0.5333333333333333,0.2,2.8566666666666656,5.5,0.06666666666666667,-0.29296875,0.1,0.49450168013572693,0.008779569528996944,0.012156888842582703,0.08939516544342041,0.3064388632774353,0.05335751175880432,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,It isn't the cheapest sushi but has been worth it every time.,explicit,True,True,True,Correct,14.0,1.0,3.5714285714285716,1.720227796970328,1.0,1.0,0.5,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.14285714285714285,1.0,0.6428571428571429,0.07142857142857142,5.806666666666668,0.0,0.0,0.3,0.1,0.007949905470013618,0.16739054024219513,0.0014496862422674894,0.006776792462915182,0.01625426672399044,0.03365296497941017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,It was absolutely amazing.,implicit,True,True,True,Correct,5.0,1.0,4.6,3.3823069050575527,1.0,1.0,0.4,0.2,0.0,0.2,0.2,0.2,0.2,1.0,0.4,0.2,12.52,0.0,0.0,0.6000000000000001,0.9,0.00919613242149353,0.21492058038711548,0.024274539202451706,0.008640634827315807,0.010873009450733662,0.6885910034179688,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,It was decent but nothing exceptional.,implicit,True,True,True,Correct,7.0,1.0,4.714285714285714,3.238795442501324,1.0,1.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,1.0,0.5714285714285714,0.14285714285714285,8.383333333333333,0.0,0.0,0.41666666666666663,0.8333333333333333,0.005177388899028301,0.05754997953772545,0.00907422136515379,0.010626108385622501,0.10000144690275192,0.03716593608260155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,It was like dining at a completely different restaurant.,implicit,True,True,True,Correct,10.0,1.0,4.8,3.4871191548325386,1.0,1.0,0.4,0.1,0.1,0.2,0.1,0.1,0.1,1.0,0.4,0.1,8.89777777777778,0.0,0.0,0.0,0.6,0.007727769669145346,0.02263646386563778,0.04555317759513855,0.0069757867604494095,0.10238458961248398,0.19127748906612396,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,"It was romantic - and even nice even with my sister, reminded me of Italy, and had artwork and music that kept up the feeling of being in a Mediterrean villa.",implicit,True,True,True,Correct,34.0,1.0,3.764705882352941,2.327063581747351,0.8529411764705882,0.7352941176470589,0.5,0.11764705882352941,0.20588235294117646,0.14705882352941177,0.058823529411764705,0.058823529411764705,0.08823529411764706,1.0,0.5588235294117647,0.029411764705882353,14.203333333333337,0.0,0.0,0.3,0.75,0.0024870657362043858,0.8452649712562561,0.0013911258429288864,0.012569643557071686,0.02012416534125805,0.006989061366766691,1.0,1.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,"It was so much though that I could barely finish but I did, since it was delicious.",implicit,True,True,True,Correct,19.0,1.0,3.526315789473684,2.1366087505457303,0.8947368421052632,0.7894736842105263,0.5263157894736842,0.10526315789473684,0.0,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.21052631578947367,1.0,0.7368421052631579,0.05263157894736842,5.616470588235295,0.0,0.21052631578947367,0.4166666666666667,0.43333333333333335,0.004129464738070965,0.3363727927207947,0.007357039954513311,0.012095993384718895,0.21396687626838684,0.021496007218956947,1.0,0.0,1.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,It was worth the wait.,implicit,True,True,True,Correct,6.0,1.0,3.0,1.2909944487358056,1.0,1.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,1.0,0.5,0.16666666666666666,-1.8399999999999999,0.0,0.0,0.3,0.1,0.0026059604715555906,0.8501771688461304,0.0015640220372006297,0.005451282020658255,0.003115388797596097,0.015347626991569996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,"It wasn't the freshest seafood ever, but the taste and presentation was OK.",explicit,True,True,True,Correct,16.0,1.0,3.9375,2.7719296076920856,0.875,0.75,0.4375,0.1875,0.25,0.125,0.0625,0.125,0.0625,1.0,0.5625,0.0625,8.541538461538462,0.0,0.0,0.5,0.5,0.004888815339654684,0.20083995163440704,0.0030637949239462614,0.008859666995704174,0.3179911673069,0.006075374782085419,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,"It's *very* reasonably priced, esp for the quality of the food.",explicit,True,True,True,Correct,16.0,1.0,3.3125,2.4165768661476505,0.875,0.75,0.375,0.3125,0.125,0.1875,0.125,0.125,0.0625,1.0,0.4375,0.0625,6.936363636363637,0.0,0.0,0.26,0.78,0.006109309382736683,0.3429785668849945,0.0009287494467571378,0.005803054664283991,0.008497433736920357,0.028261516243219376,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,It's a great place to enjoy food and meet friends.,explicit,True,True,True,Correct,12.0,1.0,3.4166666666666665,1.8008485654145256,1.0,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,1.0,0.4166666666666667,0.08333333333333333,1.2900000000000027,0.0,0.0,0.6000000000000001,0.625,0.0007861877675168216,0.981888473033905,0.0005990146310068667,0.0018700839718803763,0.002408313564956188,0.002348117297515273,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,It's a great place to people watch.,explicit,True,True,True,Correct,9.0,1.0,3.2222222222222223,1.8724777273725242,1.0,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,1.0,0.4444444444444444,0.1111111111111111,0.6257142857142846,0.0,0.1111111111111111,0.8,0.75,0.0015396114904433489,0.9450252056121826,0.0024922338780015707,0.002821163507178426,0.004896212834864855,0.004906477406620979,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,It's a tiny place so if you get there before 8pm on a weekend (Thurs?Sun) you will find it easier to get a table or a seat at the sushi bar.,explicit,True,True,True,Correct,37.0,1.0,2.972972972972973,1.6355259751791642,0.8648648648648649,0.7837837837837838,0.4864864864864865,0.13513513513513514,0.21621621621621623,0.10810810810810811,0.05405405405405406,0.05405405405405406,0.10810810810810811,1.0,0.5833333333333334,0.05405405405405406,4.919516129032257,0.0,0.16216216216216217,0.0,0.5,0.002728960243985057,0.05729156360030174,0.003983725793659687,0.0035696355625987053,0.007322911638766527,0.10842265188694,0.0,0.0,1.0,1.0,0.0,0.0,0.968870997428894,29.0,0.0,0.0,0.0,2.0,0.9354838709677419,0.0,0.0,0.0,0.06451612903225806
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,"It's fresh, welcoming, delicious, and relaxing.",implicit,True,True,True,Correct,11.0,1.0,3.8181818181818183,3.185711903260951,0.8181818181818182,0.7272727272727273,0.18181818181818182,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,1.0,0.2727272727272727,0.09090909090909091,10.350000000000001,0.0,0.0,0.65,0.75,0.0018590288236737251,0.8523134589195251,0.0009428875055164099,0.005693680606782436,0.013479797169566154,0.0055697644129395485,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,"It's located in a strip mall near the Beverly Center, not the greatest location, but the food keeps me coming back for more.",explicit,True,True,True,Correct,27.0,1.0,3.7777777777777777,2.078698548207745,0.8888888888888888,0.8148148148148148,0.4074074074074074,0.14814814814814814,0.25925925925925924,0.1111111111111111,0.037037037037037035,0.1111111111111111,0.07407407407407407,1.0,0.48148148148148145,0.037037037037037035,9.79739130434783,0.0,0.037037037037037035,0.3,0.4,0.004257597960531712,0.33828091621398926,0.00368808233179152,0.017472201958298683,0.013728630729019642,0.10136399418115616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,It's the perfect spot for a romantic date for 2 or a secret rendezvous!,explicit,True,True,True,Correct,16.0,1.0,3.625,2.666341125962693,0.875,0.75,0.4375,0.125,0.1875,0.0625,0.1875,0.0,0.0625,1.0,0.5,0.0625,6.727142857142859,0.0,0.0,0.16666666666666666,0.7333333333333334,0.006529283244162798,0.5429052710533142,0.0024403841234743595,0.004189001861959696,0.0031447969377040863,0.07557313144207001,2.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,It's unpretentious and underground.,implicit,True,True,True,Correct,6.0,1.0,5.333333333333333,4.784233364802441,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,1.0,0.5,0.16666666666666666,12.52,0.0,0.0,0.0,0.0,0.010840493254363537,0.001916305860504508,0.003600781550630927,0.0275593101978302,0.8975471258163452,0.0014350825222209096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,"It?s served with either a peppercorn sauce or red wine reduction, though both were indistinguishable in taste.",explicit,True,True,True,Correct,21.0,1.0,4.476190476190476,3.762206136210225,1.0,1.0,0.38095238095238093,0.14285714285714285,0.19047619047619047,0.14285714285714285,0.14285714285714285,0.0,0.047619047619047616,1.0,0.42105263157894735,0.09523809523809523,9.781176470588235,0.0,0.09523809523809523,0.0,0.0,0.006699076388031244,0.006684723310172558,0.005590242799371481,0.008741864003241062,0.3119855225086212,0.05221003666520119,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,Its great if you spent the day there and didn't want to drive to eat.,implicit,True,True,True,Correct,17.0,1.0,3.235294117647059,1.164646463130784,0.9411764705882353,0.8823529411764706,0.5294117647058824,0.11764705882352941,0.058823529411764705,0.29411764705882354,0.058823529411764705,0.11764705882352941,0.11764705882352941,1.0,0.5882352941176471,0.058823529411764705,2.8466666666666676,0.0,0.23529411764705882,0.35000000000000003,0.425,0.0014655070845037699,0.955799400806427,0.0008465551072731614,0.008228963240981102,0.0025029885582625866,0.006559828296303749,0.0,1.0,1.0,0.0,0.0,0.0,0.9649766683578491,14.0,0.0,0.0,0.0,1.0,0.9333333333333333,0.0,0.0,0.0,0.06666666666666667
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,"Its worth the wait, especially since they'll give you a call when the table is ready.",implicit,True,True,True,Correct,19.0,1.0,3.6842105263157894,1.974911898873023,0.9473684210526315,0.8947368421052632,0.42105263157894735,0.15789473684210525,0.21052631578947367,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.15789473684210525,1.0,0.631578947368421,0.05263157894736842,5.400000000000002,0.0,0.15789473684210525,0.16666666666666666,0.5333333333333333,0.007925436832010746,0.2999725639820099,0.0019299057312309742,0.010710492730140686,0.006347097456455231,0.013479688204824924,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,Just go there and see for yourself.,implicit,True,True,True,Correct,8.0,1.0,3.625,1.996089927833914,1.0,1.0,0.625,0.125,0.0,0.25,0.0,0.25,0.125,1.0,0.875,0.125,0.6257142857142846,0.0,0.0,0.0,0.0,0.033617813140153885,0.021944008767604828,0.00447190972045064,0.0034464977215975523,0.022548669949173927,0.005783979780972004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,SERVICE#GENERAL_SERVICE#GENERAL,Just remember to dress a little urban-chic so you don?t look too far out of place.,implicit,True,True,True,Correct,19.0,1.0,3.526315789473684,2.3701747893047793,1.0,1.0,0.5263157894736842,0.15789473684210525,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.05263157894736842,1.0,0.42105263157894735,0.10526315789473684,2.280000000000001,0.0,0.15789473684210525,-0.04375,0.75,0.00888796616345644,0.019053487107157707,0.012796547263860703,0.012800557538866997,0.02765633724629879,0.03299419581890106,0.0,0.0,1.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
